"time","anomaly"
19900523,-0.144602,
19900530,0.0321063,
19900606,-0.0973011,
19900613,0.15928,
19900620,0.278873,
19900627,0.0578074,
19900704,-0.130365,
19900711,-0.265445,
19900718,-0.142533,
19900725,-0.0829743,
19900801,-0.258812,
19900808,-0.177797,
19900815,-0.258275,
19900822,-0.290833,
19900829,-0.449574,
19900905,-0.117488,
19900912,-0.222521,
19900919,-0.103908,
19900926,0.212018,
19901003,-0.139819,
19901010,0.00274675,
19901017,0.19613,
19901024,0.161068,
19901031,0.186166,
19901107,0.0755592,
19901114,0.0525895,
19901121,-0.0916204,
19901128,0.312769,
19901205,-0.20949,
19901212,0.311431,
19901219,0.374945,
19901226,0.0664034,
19910102,-0.106637,
19910109,-0.0341829,
19910116,-0.187131,
19910123,-0.236252,
19910130,-0.00262874,
19910206,-0.0681783,
19910213,-0.201299,
19910220,-0.151104,
19910227,-0.0905804,
19910306,0.159478,
19910313,0.067216,
19910320,-0.0938951,
19910327,0.0531907,
19910403,0.137895,
19910410,-0.0584757,
19910417,0.0912091,
19910424,0.400577,
19910501,0.588365,
19910508,0.712027,
19910515,0.349703,
19910522,0.192843,
19910529,0.110279,
19910605,0.250359,
19910612,0.145877,
19910619,0.129485,
19910626,0.0448698,
19910703,-0.256701,
19910710,-0.300349,
19910717,-0.208074,
19910724,-0.0112211,
19910731,-0.191352,
19910807,-0.438446,
19910814,-0.106107,
19910821,-0.159227,
19910828,-0.341702,
19910904,-0.442938,
19910911,-0.536436,
19910918,-0.41675,
19910925,-0.291975,
19911002,-0.370473,
19911009,-0.175515,
19911016,-0.296089,
19911023,-0.595315,
19911030,-0.469461,
19911106,-0.362626,
19911113,-0.501399,
19911120,-0.637985,
19911127,-0.584279,
19911204,-0.500951,
19911211,-0.0706502,
19911218,0.225833,
19911225,-0.123635,
19920101,-0.438003,
19920108,-0.284562,
19920115,-0.121869,
19920122,-0.0133314,
19920129,-0.506168,
19920205,-0.315242,
19920212,-0.196991,
19920219,-0.193971,
19920226,-0.575056,
19920304,-0.249429,
19920311,-0.499825,
19920318,-0.799122,
19920325,-0.826983,
19920401,-0.640099,
19920408,-0.525218,
19920415,-0.886629,
19920422,-0.904879,
19920429,-0.768766,
19920506,-0.999184,
19920513,-0.766536,
19920520,-0.830882,
19920527,-0.80578,
19920603,-1.28737,
19920610,-0.900706,
19920617,-0.967365,
19920624,-0.896177,
19920701,-1.03964,
19920708,-0.894103,
19920715,-0.874345,
19920722,-0.836819,
19920729,-0.574794,
19920805,-0.750303,
19920812,-1.03893,
19920819,-0.895528,
19920826,-0.72792,
19920902,-0.551531,
19920909,-0.883426,
19920916,-0.701191,
19920923,-0.76101,
19920930,-0.515803,
19921007,-0.721934,
19921014,-0.947757,
19921021,-0.739808,
19921028,-0.789473,
19921104,-0.895579,
19921111,-0.78297,
19921118,-0.752156,
19921125,-0.766687,
19921202,-0.943268,
19921209,-0.583119,
19921216,-0.591521,
19921223,-0.831438,
19921230,-0.495663,
19930106,-0.95666,
19930113,-0.520887,
19930120,-0.296404,
19930127,-0.230981,
19930203,0.133402,
